Período;ARS;ACES;Localização Geográfica;Sexo;Faixa Etária;Nº Utentes;ID
2018-10;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;50-64;144;2018-10/50-64/Masculino/Sintra
2018-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;<20;88;2018-10/<20/Feminino/Estuário do Tejo
2018-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;65 e +;147;2018-10/65 e +/Masculino/Almada-Seixal
2018-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;20-34;63;2018-10/20-34/Feminino/Almada-Seixal
2018-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;50-64;170;2018-10/50-64/Feminino/Almada-Seixal
2018-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;65 e +;171;2018-10/65 e +/Feminino/Almada-Seixal
2018-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;<20;29;2018-10/<20/Masculino/Arco Ribeirinho
2018-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;<20;38;2018-10/<20/Feminino/Arco Ribeirinho
2018-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;65 e +;131;2018-10/65 e +/Feminino/Arco Ribeirinho
2018-10;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;35-49;43;2018-10/35-49/Masculino/Oeste Sul
2018-10;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;65 e +;147;2018-10/65 e +/Masculino/Oeste Sul
2018-10;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;<20;19;2018-10/<20/Feminino/Oeste Sul
2018-10;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;35-49;82;2018-10/35-49/Feminino/Oeste Sul
2018-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;20-34;18;2018-10/20-34/Masculino/Médio Tejo
2018-10;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;20-34;113;2018-10/20-34/Masculino/Lezíria
2018-10;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;65 e +;421;2018-10/65 e +/Masculino/Lezíria
2018-10;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;<20;117;2018-10/<20/Feminino/Lezíria
2018-10;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;65 e +;135;2018-10/65 e +/Feminino/Alentejo Central
2018-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;<20;82;2018-10/<20/Feminino/Algarve I - Central
2018-10;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;20-34;11;2018-10/20-34/Masculino/Algarve II - Barlavento
2018-10;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;35-49;36;2018-10/35-49/Feminino/Algarve II - Barlavento
2018-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;35-49;20;2018-10/35-49/Masculino/AlgarveIII - Sotavento
2018-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;65 e +;41;2018-10/65 e +/Masculino/AlgarveIII - Sotavento
2021-09;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;35-49;29;2021-9/35-49/Masculino/ULS Nordeste
2021-09;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;50-64;30;2021-9/50-64/Masculino/ULS Nordeste
2021-09;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;20-34;41;2021-9/20-34/Feminino/ULS Nordeste
2021-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;35-49;20;2021-9/35-49/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2021-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;20-34;16;2021-9/20-34/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2021-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;50-64;97;2021-9/50-64/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2021-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;65 e +;78;2021-9/65 e +/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2021-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;<20;55;2021-9/<20/Masculino/Douro I - Marão e Douro Norte
2021-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;<20;50;2021-9/<20/Feminino/Douro I - Marão e Douro Norte
2021-09;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;50-64;73;2021-9/50-64/Masculino/Douro II - Douro Sul
2021-09;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;65 e +;87;2021-9/65 e +/Masculino/Douro II - Douro Sul
2021-09;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;<20;20;2021-9/<20/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-09;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;20-34;18;2021-9/20-34/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-09;Norte;Ave - Famalicão;41.3835805,-8.4157518;Masculino;35-49;34;2021-9/35-49/Masculino/Ave - Famalicão
2021-09;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;50-64;199;2021-9/50-64/Feminino/Cávado II - Gerês/Cabreira
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;<20;24;2021-9/<20/Masculino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;20-34;25;2021-9/20-34/Masculino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;65 e +;62;2021-9/65 e +/Masculino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;<20;18;2021-9/<20/Feminino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;65 e +;77;2021-9/65 e +/Feminino/Cávado III - Barcelos/Esposende
2021-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;<20;149;2021-9/<20/Feminino/Tâmega I - Baixo Tâmega
2021-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;<20;124;2021-9/<20/Masculino/Tâmega II - Vale do Sousa Sul
2021-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;20-34;47;2021-9/20-34/Masculino/Tâmega II - Vale do Sousa Sul
2021-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;65 e +;152;2021-9/65 e +/Masculino/Tâmega II - Vale do Sousa Sul
2021-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;20-34;78;2021-9/20-34/Feminino/Tâmega II - Vale do Sousa Sul
2021-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;65 e +;204;2021-9/65 e +/Feminino/Tâmega II - Vale do Sousa Sul
2021-09;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Masculino;35-49;21;2021-9/35-49/Masculino/Tâmega III - Vale do Sousa Norte
2021-09;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Masculino;65 e +;31;2021-9/65 e +/Masculino/Tâmega III - Vale do Sousa Norte
2021-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;50-64;120;2021-9/50-64/Feminino/Grande Porto I - Santo Tirso/Trofa
2021-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;<20;20;2021-9/<20/Masculino/Grande Porto II - Gondomar
2021-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;65 e +;88;2021-9/65 e +/Masculino/Grande Porto II - Gondomar
2021-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;35-49;81;2021-9/35-49/Feminino/Grande Porto II - Gondomar
2021-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;65 e +;121;2021-9/65 e +/Feminino/Grande Porto II - Gondomar
2021-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;65 e +;81;2021-9/65 e +/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;65 e +;90;2021-9/65 e +/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;50-64;12;2021-9/50-64/Masculino/Grande Porto VI - Porto Oriental
2021-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;<20;24;2021-9/<20/Feminino/Grande Porto VI - Porto Oriental
2021-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;35-49;11;2021-9/35-49/Feminino/Grande Porto VI - Porto Oriental
2021-09;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Masculino;<20;116;2021-9/<20/Masculino/Grande Porto VII - Gaia
2021-09;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Masculino;50-64;58;2021-9/50-64/Masculino/Grande Porto VII - Gaia
2021-09;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Feminino;20-34;45;2021-9/20-34/Feminino/Grande Porto VII - Gaia
2021-09;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Masculino;20-34;4;2021-9/20-34/Masculino/Grande Porto VIII - Espinho/Gaia
2021-09;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Masculino;65 e +;9;2021-9/65 e +/Masculino/Grande Porto VIII - Espinho/Gaia
2021-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;<20;65;2021-9/<20/Feminino/Entre Douro e Vouga I - Feira/Arouca
2021-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;50-64;157;2021-9/50-64/Feminino/Entre Douro e Vouga I - Feira/Arouca
2021-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;<20;120;2021-9/<20/Feminino/Entre Douro e Vouga II - Aveiro Norte
2021-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;50-64;329;2021-9/50-64/Feminino/Entre Douro e Vouga II - Aveiro Norte
2021-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;20-34;19;2021-9/20-34/Masculino/ULS de Matosinhos
2021-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;50-64;40;2021-9/50-64/Masculino/ULS de Matosinhos
2021-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;65 e +;51;2021-9/65 e +/Masculino/ULS de Matosinhos
2021-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;65 e +;74;2021-9/65 e +/Feminino/ULS de Matosinhos
2021-09;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Masculino;<20;12;2021-9/<20/Masculino/Pinhal Interior Sul
2021-09;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;35-49;20;2021-9/35-49/Feminino/Pinhal Interior Sul
2021-09;Centro;Pinhal Litoral;39.7495331,-8.807683;Masculino;35-49;15;2021-9/35-49/Masculino/Pinhal Litoral
2021-09;Centro;Pinhal Litoral;39.7495331,-8.807683;Masculino;50-64;23;2021-9/50-64/Masculino/Pinhal Litoral
2021-09;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;<20;19;2021-9/<20/Feminino/Pinhal Litoral
2021-09;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;50-64;34;2021-9/50-64/Feminino/Pinhal Litoral
2021-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;65 e +;143;2021-9/65 e +/Masculino/Dão e Lafões
2021-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;65 e +;139;2021-9/65 e +/Feminino/Dão e Lafões
2021-09;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;<20;1;2021-9/<20/Feminino/Lisboa Norte
2021-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;50-64;44;2021-9/50-64/Masculino/Lisboa Central
2021-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;65 e +;60;2021-9/65 e +/Masculino/Lisboa Central
2021-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;<20;25;2021-9/<20/Feminino/Lisboa Central
2021-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;20-34;57;2021-9/20-34/Feminino/Lisboa Central
2021-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;50-64;66;2021-9/50-64/Feminino/Lisboa Central
2021-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;35-49;3;2021-9/35-49/Masculino/Lisboa Ocidental e Oeiras
2021-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;65 e +;8;2021-9/65 e +/Feminino/Lisboa Ocidental e Oeiras
2021-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;20-34;32;2021-9/20-34/Feminino/Loures-Odivelas
2021-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;35-49;39;2021-9/35-49/Feminino/Loures-Odivelas
2021-09;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;50-64;14;2021-9/50-64/Masculino/Sintra
2021-09;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;50-64;12;2021-9/50-64/Feminino/Sintra
2021-09;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;50-64;14;2021-9/50-64/Masculino/Cascais
2021-09;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;35-49;16;2021-9/35-49/Feminino/Cascais
2021-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;20-34;6;2021-9/20-34/Masculino/Estuário do Tejo
2021-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;20-34;14;2021-9/20-34/Masculino/Almada-Seixal
2021-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;65 e +;38;2021-9/65 e +/Masculino/Almada-Seixal
2021-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;65 e +;39;2021-9/65 e +/Feminino/Almada-Seixal
2021-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;50-64;17;2021-9/50-64/Masculino/Arco Ribeirinho
2021-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;65 e +;18;2021-9/65 e +/Feminino/Arco Ribeirinho
2021-09;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;<20;32;2021-9/<20/Masculino/Arrábida
2021-09;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Feminino;50-64;25;2021-9/50-64/Feminino/Arrábida
2021-09;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;50-64;6;2021-9/50-64/Masculino/Oeste Norte
2021-09;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;35-49;9;2021-9/35-49/Feminino/Oeste Norte
2021-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;<20;15;2021-9/<20/Masculino/Alentejo Central
2021-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;20-34;31;2021-9/20-34/Masculino/Alentejo Central
2021-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;35-49;26;2021-9/35-49/Masculino/Alentejo Central
2021-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;20-34;31;2021-9/20-34/Feminino/Alentejo Central
2021-09;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;50-64;93;2021-9/50-64/Masculino/Algarve II - Barlavento
2021-09;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;65 e +;109;2021-9/65 e +/Masculino/Algarve II - Barlavento
2021-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;35-49;35;2021-9/35-49/Masculino/AlgarveIII - Sotavento
2021-10;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;65 e +;65;2021-10/65 e +/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2021-10;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;50-64;97;2021-10/50-64/Masculino/Douro I - Marão e Douro Norte
2021-10;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;<20;55;2021-10/<20/Feminino/Douro I - Marão e Douro Norte
2021-10;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;<20;36;2021-10/<20/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-10;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;35-49;25;2021-10/35-49/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-10;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;65 e +;40;2021-10/65 e +/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-10;Norte;Ave - Famalicão;41.3835805,-8.4157518;Masculino;65 e +;101;2021-10/65 e +/Masculino/Ave - Famalicão
2021-10;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;<20;42;2021-10/<20/Feminino/Ave - Famalicão
2021-10;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;20-34;30;2021-10/20-34/Feminino/Ave - Famalicão
2021-10;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;<20;2;2021-10/<20/Feminino/Cávado II - Gerês/Cabreira
2021-10;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;65 e +;183;2021-10/65 e +/Feminino/Cávado II - Gerês/Cabreira
2021-10;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;<20;24;2021-10/<20/Masculino/Cávado III - Barcelos/Esposende
2021-10;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;50-64;88;2021-10/50-64/Masculino/Cávado III - Barcelos/Esposende
2021-10;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;<20;19;2021-10/<20/Feminino/Cávado III - Barcelos/Esposende
2021-10;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;50-64;122;2021-10/50-64/Feminino/Cávado III - Barcelos/Esposende
2021-10;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;20-34;187;2021-10/20-34/Feminino/Tâmega I - Baixo Tâmega
2021-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;35-49;76;2021-10/35-49/Masculino/Tâmega II - Vale do Sousa Sul
2021-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;50-64;156;2021-10/50-64/Masculino/Tâmega II - Vale do Sousa Sul
2021-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;50-64;279;2021-10/50-64/Feminino/Tâmega II - Vale do Sousa Sul
2021-10;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Feminino;50-64;119;2021-10/50-64/Feminino/Tâmega III - Vale do Sousa Norte
2021-10;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;65 e +;114;2021-10/65 e +/Feminino/Grande Porto I - Santo Tirso/Trofa
2021-10;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;20-34;43;2021-10/20-34/Masculino/Grande Porto II - Gondomar
2021-10;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;65 e +;100;2021-10/65 e +/Masculino/Grande Porto II - Gondomar
2021-10;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;<20;14;2021-10/<20/Feminino/Grande Porto II - Gondomar
2021-10;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;65 e +;258;2021-10/65 e +/Masculino/Grande Porto III - Maia/Valongo
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;<20;101;2021-10/<20/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;35-49;52;2021-10/35-49/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;65 e +;94;2021-10/65 e +/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;65 e +;99;2021-10/65 e +/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;<20;64;2021-10/<20/Feminino/Grande Porto V - Porto Ocidental
2021-10;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;35-49;7;2021-10/35-49/Masculino/Grande Porto VI - Porto Oriental
2021-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;50-64;165;2021-10/50-64/Feminino/Entre Douro e Vouga I - Feira/Arouca
2021-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;65 e +;151;2021-10/65 e +/Feminino/Entre Douro e Vouga I - Feira/Arouca
2021-10;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;50-64;221;2021-10/50-64/Masculino/Entre Douro e Vouga II - Aveiro Norte
2021-10;Norte;ULS do Alto Minho;41.7056054,-8.8252713;Feminino;50-64;1;2021-10/50-64/Feminino/ULS do Alto Minho
2021-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;35-49;31;2021-10/35-49/Masculino/ULS de Matosinhos
2021-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;50-64;81;2021-10/50-64/Feminino/ULS de Matosinhos
2021-10;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Masculino;35-49;18;2021-10/35-49/Masculino/Pinhal Interior Sul
2021-10;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Masculino;65 e +;39;2021-10/65 e +/Masculino/Pinhal Interior Sul
2021-10;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;35-49;20;2021-10/35-49/Feminino/Pinhal Interior Sul
2021-10;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;65 e +;33;2021-10/65 e +/Feminino/Pinhal Interior Sul
2021-10;Centro;Pinhal Litoral;39.7495331,-8.807683;Masculino;20-34;15;2021-10/20-34/Masculino/Pinhal Litoral
2021-10;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;<20;70;2021-10/<20/Masculino/Dão e Lafões
2021-10;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;<20;67;2021-10/<20/Feminino/Dão e Lafões
2021-10;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Masculino;<20;1;2021-10/<20/Masculino/Lisboa Norte
2021-10;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;<20;1;2021-10/<20/Feminino/Lisboa Norte
2021-10;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;<20;27;2021-10/<20/Feminino/Lisboa Central
2021-10;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;35-49;3;2021-10/35-49/Masculino/Lisboa Ocidental e Oeiras
2021-10;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;50-64;41;2021-10/50-64/Masculino/Loures-Odivelas
2021-10;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;65 e +;19;2021-10/65 e +/Masculino/Sintra
2021-10;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;35-49;9;2021-10/35-49/Feminino/Sintra
2021-10;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;35-49;9;2021-10/35-49/Masculino/Cascais
2021-10;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;35-49;16;2021-10/35-49/Feminino/Cascais
2021-10;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;65 e +;17;2021-10/65 e +/Feminino/Cascais
2021-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;<20;1;2021-10/<20/Masculino/Estuário do Tejo
2021-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;35-49;24;2021-10/35-49/Masculino/Almada-Seixal
2021-10;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;20-34;5;2021-10/20-34/Masculino/Arrábida
2021-10;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;50-64;22;2021-10/50-64/Masculino/Arrábida
2021-10;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Feminino;<20;28;2021-10/<20/Feminino/Arrábida
2021-10;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;<20;19;2021-10/<20/Masculino/Lezíria
2021-10;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;65 e +;84;2021-10/65 e +/Masculino/Alentejo Central
2021-10;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;<20;25;2021-10/<20/Feminino/Alentejo Central
2021-10;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;50-64;69;2021-10/50-64/Feminino/Alentejo Central
2021-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;35-49;120;2021-10/35-49/Masculino/Algarve I - Central
2021-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;65 e +;108;2021-10/65 e +/Masculino/Algarve I - Central
2021-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;65 e +;53;2021-10/65 e +/Masculino/AlgarveIII - Sotavento
2021-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;65 e +;45;2021-10/65 e +/Feminino/AlgarveIII - Sotavento
